,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
21154,21035,21041,21155,47559B,21042,22897,21218,22348,20754,47580
21155,21154,21041,22896,21035,22558,20754,21042,22202,21537,22203
21156,22367,47591D,22899,22898,47567B,20682,23496,21042,22929,85202
21157,35653,20655,90166,21827,46138B,85129D,20659,20964,84743C,84227
21158,21159,21162,21163,85071B,85071A,85071D,85071C,20996,21905,21248
21159,21158,21162,21163,85071B,85071A,85071D,21248,21905,85071C,21161
21161,21158,21159,21163,21162,20618,85071D,35443,21911,85071C,82551
21162,21163,21158,21159,85071B,85071A,21248,21905,85071D,21179,85071C
21163,21162,21158,21159,85071B,21248,85071A,21905,85071D,46118,85071C
21164,21165,82551,21877,82580,82583,22412,82578,21908,82552,84843
21165,21908,82582,22412,22413,21903,23426,21174,21907,21164,85152
21166,21175,85152,21169,82600,21907,22413,21174,21181,22412,21908
21167,17084A,17084N,17084P,17084J,85107,18094C,85163B,84683,35598A,37489A
21169,21907,21166,21181,22413,22412,21903,82600,21175,85152,82567
21171,82567,20618,22363,84461,79071B,20794,84849D,22407,82551,22362
21172,82567,21905,82551,82552,22120,21171,22412,79066K,21899,23281
21174,21175,21165,21907,21166,82600,21908,82582,22413,85152,23426
21175,21166,82600,85152,21174,21907,21169,21181,22413,85150,21908
21179,21905,21162,21163,85071A,35818B,85071B,21158,22116,17012E,21367
21181,21169,82600,21175,22413,21166,85152,21907,85150,82582,23426
21187,21192,21189,21191,21188,21194,21206,21204,20663,23467,21202
21188,21195,21187,21189,21194,21208,21209,21445,21202,21204,18098C
21189,21187,20663,21192,72132,35610A,84743C,20964,84227,84226,20910
21190,23510,21556,23507,84465,M,84798B,35638A,22030,22714,90212B
21191,21192,21187,21189,23467,21195,21188,85008,84510E,22127,23365
21192,21191,21187,21189,21195,21188,23467,21664,23133,22280,21194
21194,21209,21208,21195,21202,21189,21188,35819B,21372,21187,22954
21195,21188,21194,21209,84569A,21208,21087,22615,21202,21987,21192
21196,85131D,20663,22541,85131B,DOT,90083,90141E,90141D,90076,20678
21197,72349B,20902,21128,21196,21199,20931,20893,47593A,84510C,85049H
21198,21199,21095,21087,46776D,18098C,21196,85087,84509G,17013D,47570B
21199,21198,35965,21125,90166,18098C,22325,85087,72369A,46776D,22937
21200,21206,21201,21209,21208,21195,21204,84563A,21202,21948,21205
21201,21206,21205,21204,21189,21200,85170C,21446,35653,21194,20659
21202,21206,21209,21204,21208,21194,22345,21439,21088,21188,21195
21204,21206,21202,21207,21205,21201,21188,21187,21200,21209,22334
21205,21201,21204,21206,21207,21445,21446,85205B,85200,21188,21989
21206,21204,21201,21202,21205,21200,21209,21187,84692,21194,21058
21207,21987,21989,21988,22437,22332,21679,22085,21204,21224,21504
21208,21209,21194,21088,35819B,21096,35818B,21372,21202,21188,21195
21209,21194,21208,21202,21195,21188,21206,84984B,72812,21088,84984A
21210,84988,21974,23306,21211,22416,22949,84987,21973,21080,22950
21211,21972,22437,21213,21989,22416,21679,21973,21882,21210,21544
21212,21977,21975,21976,84991,22417,84992,22951,21213,21080,23307
21213,22417,21975,21976,21211,22951,21989,21212,22316,21977,21967
21215,22417,21975,21976,21213,47580,22316,21445,84992,21977,84378
21216,21218,21217,21531,21539,22073,22072,21844,22667,22628,20754
21217,21216,21844,21218,21531,21533,21537,21527,22628,21041,22073
21218,21216,21539,21531,21217,22070,21844,22072,21042,21154,21843
21219,21224,21579,21221,21220,21222,21577,21576,21028,21580,16238
21220,21222,21221,90018B,21028,21030,21032,21219,21224,16238,21719
21221,21222,21220,16236,21219,21579,16216,21028,21224,90018B,16238
21222,21220,21221,21028,85017C,21032,16238,21030,20782,90018B,21224
21224,21219,21679,21544,21220,21222,21221,21579,16238,16236,21028
21226,90025F,22504,90001C,90098,23480,84800S,21721,90036E,21452,84800L
21228,84306,44089A,72801D,84723,72800D,17084R,21289,21292,21518,21291
21231,21232,22646,22064,22645,22644,37446,22055,22059,22649,22067
21232,21231,22646,22064,22645,37446,22059,22644,22055,22649,37448
21238,21242,21240,21239,20676,20675,21244,21243,20674,21245,20677
21239,21240,21243,21238,20675,21244,20677,20674,20676,21245,21242
21240,21239,21244,20675,21238,21243,20677,20674,20676,21245,21242
21242,21238,20676,21244,20675,21240,20674,21245,21239,21243,20677
21243,21244,20677,21239,20675,21240,21238,20674,21245,20676,21242
21244,21240,20675,21243,20677,21239,21238,20674,21245,20676,21242
21245,20674,20675,20677,21244,21243,21238,21240,20676,21239,21242
21246,20674,21245,22345,20676,20677,20675,22344,84531B,21243,21239
21248,21163,21162,21159,21158,21171,21905,79144B,82567,22116,37413
21249,21251,22320,23292,21578,23291,47593B,90205C,84920,90141E,90141D
21250,21544,21679,21504,22437,21747,22650,21967,21213,21930,21332
21251,21249,22320,90083,DOT,90166,90205C,47369B,85131B,84569C,90103
21253,46000U,84743C,20964,84227,84226,90205C,90103,90141D,90141E,90076
21257,21259,21258,23111,23118,21628,21781,85055,22448,90018B,23409
21258,21259,21257,23118,85129C,22654,17129F,21442,71270,20795,23111
21259,21257,21258,21784,23511,23514,23118,23111,22654,23517,84683
21260,22494,21906,35971,84989A,84536A,21661,85095,22853,84849D,22844
21261,21263,46138B,21265,20910,21262,85208,35818B,21264,22336,20964
21262,21264,21265,21261,21263,35967,85208,35819B,22093,35968,16161G
21263,35818B,35818P,35819B,21261,84743C,20964,84227,21253,46000R,35598A
21264,21262,21265,21263,35819B,21261,84789,85023B,84341B,18094C,35967
21265,21264,21262,21261,46138B,21263,85023B,21131,85208,84251G,18094C
21268,21392,21393,21577,84858C,20766,22376,20764,17165D,22736,84613A
21269,84688,72128,79161A,71406C,16010,20997,21370,85131B,90101,90103
21270,20910,20964,84743C,84227,16010,20678,90141E,90141D,90076,90101
21272,84638,84637,84882,84849D,82578,84849B,85008,47594B,85129D,82580
21275,21781,20663,20755,21220,90018B,21219,84499,85064,37461,22323
21277,22761,47341A,23400,23405,35095A,21816,84816,90059E,82011B,22762
21278,22686,23025,22676,22682,22683,23461,22677,22681,22679,22680
21279,21280,20661,79403,71406C,DOT,90083,85131B,84926F,90141B,20910
21280,21279,21171,22913,22280,22914,21537,21555,84792,84846A,21974
21281,20803,84709B,21361,84711B,90155,22676,22686,22680,22685,22683
21284,21286,85055,47341A,84206A,44242B,90101,84509E,35815P,21827,90141D
21285,84251G,21284,22108,22204,21827,84531B,90141B,20769,84617,22201
21286,21284,90087,21630,71510,84509E,84531B,71406C,21628,20964,84743C
21287,85034A,85036B,85035C,85034C,84877B,84614A,85034B,85035B,21117,85036A
21288,21292,21289,21291,44089A,22102,85064,72800C,72800B,21228,22101
21289,21292,21291,21288,85064,37479P,22820,85179A,22821,72780,84226
21291,21292,21289,20869,85179A,21288,72780,22584,23697,22820,20670
21292,21289,21291,21288,85064,72780,22104,21147,72800D,21618,72800B
21293,85131B,DOT,90205C,90083,90103,20678,90141E,90141D,90076,90101
21294,90032,79071B,22473,16216,16011,84821,84912A,85071D,84673B,21161
21306,81952V,21373,21311,84660A,81952B,35923,71495A,79063D,84929,21368
21307,16207B,35968,90214N,22323,37461,22407,17090D,44242A,21163,21367
21310,22583,21735,22584,22487,22582,20749,20750,46775D,35597D,22088
21311,85170B,22396,84313C,85071D,81952V,21306,22403,51020B,21632,22398
21313,21666,21684,21202,21459,22782,23089,22136,85160B,21439,21445
21314,23089,21313,18098C,23498,22800,21418,84989A,82616C,22689,23425
21316,21320,23042,20803,23022,21318,84709B,23017,23325,85141,23086
21317,85127,23104,85125,85024C,90145,90192,21849,23537,84968E,84507B
21318,20803,79030G,21654,85144,71406C,85141,84531A,85008,84882,21402
21319,37487B,84857B,84705C,16043,37488A,23574,16151A,84870B,35638B,17164B
21320,21316,20802,20803,85141,22571,21688,21318,85199L,23444,23210
21324,22465,47013A,22106,22464,47013C,85224,22265,18097C,22784,22780
21326,84947,22791,84945,84949,22792,21027,21031,37475,20986,21003
21327,21329,21328,21425,20978,22327,72132,23370,20982,21427,22991
21328,21329,21327,20978,20986,20977,21678,22991,72132,21427,21722
21329,21328,21327,20978,20977,21427,21678,72132,21425,22991,22327
21331,21684,22482,21846,21827,23022,20861,90101,21683,90141A,90141C
21332,84617,21827,90149,84206A,84743C,20964,84227,90205C,20861,84569C
21333,71143,22862,20669,22767,22766,22194,22292,22768,85040B,23075
21336,84685,90026C,84251G,20861,20670,18094C,35815P,21827,84592,22104
21340,22252,21442,22108,23091,22224,85086A,21087,22822,22486,79051A
21344,84731,22798,20847,21635,23482,21393,22800,23402,22337,23333
21348,18098C,22856,21188,84568,22087,22322,22957,23053,21191,21719
21349,84927A,21547,22186,84927E,84872A,85036C,22825,22809,21352,22187
21351,90146,72369A,16169P,90049,90119,90043,90149,90072,90086,20663
21352,21261,21014,46000U,90030A,90030C,84341B,21823,90031,85145,84617
21354,21355,21358,21356,84952A,84673B,84050,22202,21518,85131D,85131C
21355,84050,21354,21358,22131,21356,21518,20669,22954,22136,35965
21356,21354,21358,37479P,85055,16206B,79161A,21827,22407,84952A,DOT
21357,37461,22323,84499,90214N,21416,90214V,90214R,84968B,90214M,84989A
21358,21354,21355,21356,21518,84050,21059,21062,22547,21058,21060
21359,85118,21363,21361,21364,84509E,22512,37327,20868,21179,20838
21360,22823,84617,22060,71403,21132,21364,84595E,20910,84952A,90205C
21361,21363,20980,84709B,84461,21364,21147,84206A,90177D,16169P,84226
21363,21361,21364,84789,20702,21486,35815P,72369A,90154,22769,21359
21364,21363,21486,85017C,21827,21357,21032,21025,85131B,85131C,90149
21365,21369,21371,21374,21306,21373,21221,90210D,90210C,21918,21368
21366,21372,35916A,46000U,21253,84984A,84984B,21370,90211A,90205C,84226
21367,21368,85131B,84509E,DOT,90083,84206A,75011,84569C,90101,90103
21368,21367,84509E,75011,47563A,84402B,51020B,35598A,21372,81953P,81952V
21369,21365,21371,21374,35916A,90210D,21373,21366,15058C,21368,84715
21370,DOT,90083,90059C,84569C,20663,85131B,90101,90103,90149,90141E
21371,21365,21369,21374,21368,21367,22486,21373,71270,20668,79403
21372,46138B,84743C,20964,84227,84569C,84206A,90101,90103,90205C,84226
21373,21306,21371,21368,84341B,20668,21374,21650,85212,21367,35471D
21374,21367,85213,15058C,84313C,21368,44234,21371,21025,16219,16052
21375,21376,21378,21377,21379,21135,21696,21794,85145,21793,84569D
21376,21375,21378,21379,21377,21696,85107,90108,21617,22816,16169K
21377,21378,21379,21375,21376,47503J,72801G,21763,85089,21416,85107
21378,21379,21377,21376,21375,90108,47503J,22644,22783,21371,90114
21379,21378,21377,21376,21375,47503J,90108,90114,22486,40046A,20668
21380,21381,84748,23138,21455,23140,22228,84849B,84884A,23197,22499
21381,21380,21455,21027,21032,21815,22229,21028,20838,20757,21031
21382,85212,85204,21641,84805B,35967,22266,84806A,22231,84929,85187
21383,85194L,21454,22247,22241,22250,21455,85200,21458,21456,22249
21385,21389,22297,21390,22156,35972,22250,35961,22293,22265,85129D
21386,21389,22267,22249,35912B,22250,85203,22266,84218,85194S,22268
21389,21386,21385,22266,22250,22288,22249,22267,22293,85187,22289
21390,22297,22294,35961,23226,21385,22296,35971,22219,22227,22156
21391,17136A,47348A,35651,21311,22161,20840,20839,85017B,23451,84576
21392,21393,21268,20848,21398,21682,21145,72815,21684,21683,90055
21393,21392,21268,90082D,21398,21682,20848,21684,21145,20847,21034
21394,21395,21400,21401,21402,21530,21845,21399,35810A,21398,21043
21395,21394,21530,21400,21401,21399,21845,21402,21043,21398,37327
21397,21399,21398,21401,21402,21400,21403,85027L,85194S,84531A,85094
21398,21399,21397,21401,21400,21402,21394,37482P,37342,21403,35810A
21399,21398,21397,21401,21400,21402,37342,85027L,37482P,35810A,21043
21400,21401,21402,21403,21394,21399,21397,37482P,21398,21395,47504H
21401,21400,21402,21399,21403,72812,21398,22108,84206A,35815P,21397
21402,21401,21403,21400,84206A,90205C,84617,84531A,90141E,90141D,90076
21403,21402,21401,21400,21399,85094,22092,21088,21397,21096,22396
21407,21116,21411,21722,20707,84912B,20654,21026,22573,84924A,37343
21408,21116,21115,21441,22135,21411,51020B,22317,85095,21367,22508
21411,22508,21624,21115,21408,21286,22611,21407,85129C,21285,22072
21412,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
21413,85160B,21420,21827,20617,21763,21416,22323,37461,20652,84707B
21414,35004G,21291,22102,85124C,22584,23273,85124B,20748,22399,22162
21415,21417,21418,21420,20657,22545,90154,20659,22410,85055,21416
21416,37461,22323,84499,90214N,90214V,90214R,17090D,21357,21661,84968B
21417,21418,21415,21420,21332,22104,84206A,90101,90205C,21827,90059C
21418,21417,21415,21420,47563A,20769,20657,84584,35958,21827,20659
21420,21417,21827,20617,90205C,84226,21413,47369B,21418,20771,90101
21421,21422,22324,22915,85131D,47589,18098C,21910,21157,21947,21087
21422,21421,85131D,85008,35653,90049,23190,90177D,21132,90043,21157
21424,21426,21427,21096,21441,84509E,21576,85213,21088,23478,47471
21425,22475,85024B,21427,21486,22512,90208,20622,84743C,20964,84227
21426,21424,21427,22320,20977,21576,21441,47481,84976,22395,47593B
21427,21425,46138B,21025,22327,22650,84509E,21486,21679,47481,84989A
21428,21430,21429,85049C,84536A,23694,85049D,84882,22051,22068,85202
21429,21430,21428,22753,23583,23366,22354,84709B,23348,84536A,23694
21430,21428,21429,85045,84536A,84709B,84882,22214,22051,23366,21992
21439,22255,22254,21202,22287,22615,47422,16238,21448,20794,47421
21441,21442,84531B,47481,84402B,35815P,16206B,84509E,84673B,90205C,90205A
21442,21441,85095,85131D,84226,21025,85131C,20769,85055,90141C,90141A
21445,84989A,21446,21447,20735,21827,84499,85055,22323,37461,20964
21446,21445,21447,22039,16010,20663,16207B,21827,21370,84707B,85055
21447,21445,21446,22152,22151,84459A,20735,47481,84531B,21041,84673B
21448,85187,84748,21455,22228,22229,85194L,85214,20856,22270,21763
21452,21556,23346,22136,23480,22637,23345,23475,16169K,23292,72801D
21454,21455,22229,22228,85187,21383,85194L,85200,22249,22250,22247
21455,21454,22228,85194L,22229,85200,85187,22249,22250,84459B,21383
21456,22247,21458,22228,85200,85186A,22287,22250,22229,21383,85187
21457,21458,85202,35922,21383,85194L,21454,84459B,21455,22287,22250
21458,21457,85194L,21456,85202,35922,21454,85188A,85203,22250,35912B
21459,21460,20655,47421,35912B,21827,46138B,20794,84226,90141E,90141D
21460,90101,90141D,90141E,20678,90076,90103,16206B,90205C,20861,84569C
21461,84459A,23043,21446,16207B,85188B,23060,84462,21189,23046,20717
21462,20869,21402,22513,21399,22531,22108,47518F,21401,84531B,22233
21463,21464,20668,75013B,18094C,23058,17084A,21100,84462,21679,21167
21464,21463,20668,20619,20618,21743,20735,20622,84462,17007B,20617
21465,21466,21468,21470,21469,21467,21471,21460,21472,20618,21763
21466,21465,21467,21470,21468,21469,21471,21472,21460,20618,84731
21467,21466,21465,21471,21470,21468,21469,84968B,21460,90141B,21763
21468,21465,21469,21466,21470,21471,21467,21460,17007B,20663,85055
21469,21468,21470,21465,21471,21466,21467,84509B,35833P,21486,21460
21470,21471,21465,21469,21466,21468,21467,21472,71279,21460,21459
21471,21470,21469,21465,21467,21468,21466,21472,21460,21763,21270
21472,21466,21465,21470,21468,21471,21467,22262,37476,21469,84731
21473,21476,84247E,16020C,44242A,22042,85197,23597,84247N,84824,21617
21476,90125E,90025A,21473,16020C,84974,44092C,22157,22676,22684,22682
21479,21481,84029E,84029G,23356,21213,21485,21504,22475,84030E,21484
21481,21479,21578,84030E,84029E,84029G,21485,21484,21249,22445,22837
21484,21485,22110,23356,21481,22631,22113,84030E,21717,84029E,22111
21485,22111,21484,22113,23356,21481,21479,84030E,84029E,22110,84031B
21486,20964,84227,84743C,20910,16206B,84569C,90205C,90103,21827,90101
21488,37461,22323,90214N,84499,90214R,90214V,84968B,17090D,90214M,21357
21494,84347,21801,21253,37468,23047,21807,21803,22152,84754,21189
21495,16161U,22045,21504,16156S,22707,21499,21497,22047,21498,16161P
21497,22985,16161U,21498,23230,22047,21499,21495,21500,22707,16161P
21498,21499,21500,16161P,23231,22986,21497,16156S,21495,22047,22045
21499,21500,21498,16161P,16156S,23231,22707,21497,22986,21495,22050
21500,21499,21498,16156S,16161P,22986,16169M,21497,22707,21495,23231
21503,16156L,22709,22707,22046,21058,22706,23550,22050,21495,22045
21504,21495,22817,22035,22332,22437,22045,22819,21679,21544,22026
21506,22983,22026,22030,22037,22819,22028,22029,22024,22817,22716
21507,21509,21508,22714,22716,22027,22814,22029,22025,22037,22028
21508,21509,21507,22714,22027,22025,22712,22814,22716,22029,22024
21509,21507,21508,22716,22714,22027,22814,22037,22029,22025,22024
21518,21520,37468,22717,22817,16206B,22025,22024,22031,90141D,90141E
21519,22026,22030,22717,22983,22028,22715,22716,21508,22819,22814
21520,21518,21519,22717,22715,22028,22025,22026,22023,22814,22712
21523,22692,48173C,48187,48185,22365,21524,48111,23283,21955,22366
21524,48187,22692,48129,48184,22690,48173C,21523,48188,48194,48185
21527,21531,21844,22072,22073,21539,21533,21535,21537,21217,21216
21528,21534,21845,21531,21530,85059,21533,21844,21535,21216,21850
21530,21845,21395,21394,37342,20838,21043,21402,47348A,21400,85059
21531,21535,21533,21539,21844,21527,22073,21537,22072,21216,21218
21533,21535,21531,21539,21844,21537,21527,21534,21843,22073,21217
21534,21528,21531,21535,21533,23022,21845,21844,85059,22425,84882
21535,21531,21533,21539,21844,22073,21527,21537,21534,22072,21843
21537,21533,21531,21535,21539,21844,22203,22204,21527,22070,21217
21538,21161,85216,46776C,84031A,84031B,21945,85071D,21158,22071,85132B
21539,21531,21533,21535,21527,22073,21844,21216,22072,21218,21537
21544,21679,22437,21224,21989,22332,22085,21987,21504,21988,21250
21547,84927A,62094B,84631,21349,84881,21657,37444C,22184,22443,22033
21555,23282,22204,84415A,84963A,20676,22244,85170D,35004G,21537,72807A
21556,22637,16169P,85131B,22309,84673B,22136,72369A,85118,72812,20655
21557,21445,85055,20619,20670,20663,84989A,37468,47471,21370,47481
21558,21559,21561,22352,22327,22328,22475,21949,22329,21427,21157
21559,21558,21561,22352,22328,22329,22326,47481,21427,22631,22327
21561,21559,21558,22352,17129F,85055,84828,22328,22329,84688,47310M
21562,84212,47563A,71496A,20659,21089,23692,90059F,15058C,23549,71406C
21563,21564,22131,23287,22134,20832,22195,22136,22135,85118,22343
21564,21563,22131,22135,21239,23287,21949,22136,85118,20704,21372
21576,21577,21579,20659,21028,20661,21219,90059F,20662,72812,21578
21577,21578,21576,21579,21581,21219,22376,22374,21221,21580,21028
21578,21577,21579,21580,21576,21581,21249,21219,21221,21481,22124
21579,21580,21578,21219,90087,21576,21581,21221,21577,21028,47471
21580,21579,21578,21219,90087,21581,90202D,21221,21576,20696,21577
21581,21579,22100,21577,22137,21578,21425,16052,21576,20616,90208
21584,21588,21591,21592,21034,22477,21684,22479,20752,20761,22503
21586,84917,21587,21592,79030D,21584,21588,22499,84031A,21850,48138
21587,22736,84754,21586,22738,21351,85018D,21651,21584,21098,22688
21588,21584,21592,21591,21466,21470,22450,20756,22201,21034,20781
